"sample_name","library_ID","community","site","treehole_number_site","latlong","collection_date"
"day0_B12.AE169_052214DR16s-Sam551-625-pr_filt","day0_B12.AE169","AE169","AE","169","51.79545 N 0.56119 W",2013-11-21
"day0_B12.AE42_052214DR16s-Sam161-240-pr_filt","day0_B12.AE42","AE42","AE","42","51.78566 N 0.55148 W",2013-10-30
"day0_B12.AE82_052214DR16s-Sam776-850-pr_filt","day0_B12.AE82","AE82","AE","82","51.79037 N 0.55803 W",2013-11-18
"day0_B12.LW02_052214DR16s-Sam321-400-pr_filt","day0_B12.LW02","LW02","LW","2","51.4231 N 0.6396 W",2013-09-12
"day0_B12.WP10_052214DR16s-SAM81-160-pr_filt","day0_B12.WP10","WP10","WP","10","51.324101 N 0.615783 W",2013-11-28
"day0_B12.WYM18_052214DR16s-Sam626-700-pr_filt","day0_B12.WYM18","WYM18","WYM","18","51.7687 N 1.3285 W",2013-10-22
"day0_B12.WYT18_052214DR16s-Sam476-550_filt","day0_B12.WYT18","WYT18","WYT","18","51.7697 N 1.3295 W",2013-10-22
"day0_BW17_052214DR16s-Sam776-850-pr_filt","day0_BW17","BW17","BW","17","51.54731 N 0.77295 W",2013-10-29
"day0_BW18_052214DR16s-Sam776-850-pr_filt","day0_BW18","BW18","BW","18","51.54825 N 0.77265 W",2013-10-29
"day0_BW19_052214DR16s-Sam776-850-pr_filt","day0_BW19","BW19","BW","19","51.54837 N 0.77248 W",2013-10-29
"day0_BW20_052214DR16s-Sam776-850-pr_filt","day0_BW20","BW20","BW","20","51.54848 N 0.77251 W",2013-10-29
"day0_BW21_052214DR16s-Sam776-850-pr_filt","day0_BW21","BW21","BW","21","51.54848 N 0.77251 W",2013-10-29
"day0_BW22_052214DR16s-Sam776-850-pr_filt","day0_BW22","BW22","BW","22","51.54848 N 0.77251 W",2013-10-29
"day0_BW23_052214DR16s-Sam776-850-pr_filt","day0_BW23","BW23","BW","23","51.54983 N 0.77164 W",2013-10-29
"day0_BW24_052214DR16s-Sam776-850-pr_filt","day0_BW24","BW24","BW","24","51.54983 N 0.77164 W",2013-10-29
"day0_C01.AE51_052214DR16s-Sam476-550_filt","day0_C01.AE51","AE51","AE","51","51.785 N 0.55104 W",2013-10-30
"day0_C01.BB03_052214DR16s-Sam1-80-pr_filt","day0_C01.BB03","BB03","BB","3","51.5575 N 0.6334 W",2013-08-20
"day0_C01.HW11_052214DR16s-Sam401-475-pr_filt","day0_C01.HW11","HW11","HW","11","51.58496 N 0.77583 W",2013-10-29
"day0_C01.OWW11_052214DR16s-SAM81-160-pr_filt","day0_C01.OWW11","OWW11","OWW","11","51.4497 N 0.5968 W",2013-09-26
"day0_C01.WYM27_052214DR16s-Sam626-700-pr_filt","day0_C01.WYM27","WYM27","WYM","27","51.7685 N 1.3281 W",2013-10-22
"day0_C01.WYT03_052214DR16s-Sam241-320-pr_filt","day0_C01.WYT03","WYT03","WYT","3","51.7699 N 1.3299 W",2013-10-16
"day0_C01.WYT35_052214DR16s-Sam551-625-pr_filt","day0_C01.WYT35","WYT35","WYT","35","51.769 N 1.3291 W",2013-10-22
"day0_C01.WYT97_052214DR16s-Sam776-850-pr_filt","day0_C01.WYT97","WYT97","WYT","97","51.7728 N 1.337 W",2013-10-25
"day0_C02.AE59_052214DR16s-Sam476-550_filt","day0_C02.AE59","AE59","AE","59","51.7845 N 0.55139 W",2013-10-30
"day0_C02.BB11_052214DR16s-Sam1-80-pr_filt","day0_C02.BB11","BB11","BB","11","51.5591 N 0.6348 W",2013-08-20
"day0_C02.BCW03_052214DR16s-Sam241-320-pr_filt","day0_C02.BCW03","BCW03","BCW","3","51.1395 N 3.7535 W",2014-04-21
"day0_C02.BCW19_052214DR16s-SAM81-160-pr_filt","day0_C02.BCW19","BCW19","BCW","19","50.9718 N 3.4543 W",2014-04-21
"day0_C02.WiW19_052214DR16s-Sam401-475-pr_filt","day0_C02.WiW19","WiW19","WiW","19","51.4415 N 0.5997 W",2013-09-18
"day0_C02.WYM35_052214DR16s-Sam701-775-pr_filt","day0_C02.WYM35","WYM35","WYM","35","51.7635 N 1.3267 W",2013-10-22
"day0_C02.WYT105_052214DR16s-Sam776-850-pr_filt","day0_C02.WYT105","WYT105","WYT","105","51.7717 N 1.3376 W",2013-10-25
"day0_C02.WYT43_052214DR16s-Sam551-625-pr_filt","day0_C02.WYT43","WYT43","WYT","43","51.7687 N 1.3285 W",2013-10-22
"day0_C03.BW03_052214DR16s-Sam241-320-pr_filt","day0_C03.BW03","BW03","BW","3","51.54808 N 0.77274 W",2013-10-29
"day0_C03.SAC11_052214DR16s-Sam1-80-pr_filt","day0_C03.SAC11","SAC11","SAC","11","51.76899 N 0.34911 W",2013-12-03
"day0_C03.WGP19_052214DR16s-Sam476-550_filt","day0_C03.WGP19","WGP19","WGP","19","51.4372 N 0.6134 W",2013-09-26
"day0_C03.WiW27_052214DR16s-Sam401-475-pr_filt","day0_C03.WiW27","WiW27","WiW","27","51.4416 N 0.6009 W",2013-09-18
"day0_C03.WYM43_052214DR16s-Sam701-775-pr_filt","day0_C03.WYM43","WYM43","WYM","43","51.7686 N 1.3357 W",2013-10-22
"day0_C03.WYT11_052214DR16s-SAM81-160-pr_filt","day0_C03.WYT11","WYT11","WYT","11","51.7673 N 1.3299 W",2013-10-16
"day0_C03.WYT113_052214DR16s-Sam776-850-pr_filt","day0_C03.WYT113","WYT113","WYT","113","51.772 N 1.3364 W",2013-10-25
"day0_C03.WYT51_052214DR16s-Sam551-625-pr_filt","day0_C03.WYT51","WYT51","WYT","51","51.7684 N 1.3327 W",2013-10-22
"day0_C04.BB67_052214DR16s-Sam701-775-pr_filt","day0_C04.BB67","BB67","BB","67","51.5599 N 0.6312 W",2013-08-29
"day0_C04.BW11_052214DR16s-Sam476-550_filt","day0_C04.BW11","BW11","BW","11","51.54755 N 0.77311 W",2013-10-29
"day0_C04.PH19_052214DR16s-Sam626-700-pr_filt","day0_C04.PH19","PH19","PH","19","51.56965 N 0.81288 W",2013-12-07
"day0_C04.SAC03_052214DR16s-Sam321-400-pr_filt","day0_C04.SAC03","SAC03","SAC","3","51.76896 N 0.34829 W",2013-12-03
"day0_C04.WiW35_052214DR16s-Sam401-475-pr_filt","day0_C04.WiW35","WiW35","WiW","35","51.4418 N 0.6018 W",2013-09-18
"day0_C04.WYC11_052214DR16s-SAM81-160-pr_filt","day0_C04.WYC11","WYC11","WYC","11","51.7693 N 1.3292 W",2013-10-22
"day0_C04.WYD11_052214DR16s-Sam1-80-pr_filt","day0_C04.WYD11","WYD11","WYD","11","51.769 N 1.3289 W",2013-10-22
"day0_C05.AE03_052214DR16s-Sam321-400-pr_filt","day0_C05.AE03","AE03","AE","3","51.7868 N 0.5538 W",2013-10-30
"day0_C05.BB51_052214DR16s-Sam626-700-pr_filt","day0_C05.BB51","BB51","BB","51","51.5584 N 0.6297 W",2013-08-29
"day0_C05.BB75_052214DR16s-Sam701-775-pr_filt","day0_C05.BB75","BB75","BB","75","51.5601 N 0.6332 W",2013-08-29
"day0_C05.BB91_052214DR16s-Sam776-850-pr_filt","day0_C05.BB91","BB91","BB","91","51.5568 N 0.6374 W",2013-08-29
"day0_C05.BCW11_052214DR16s-Sam1-80-pr_filt","day0_C05.BCW11","BCW11","BCW","11","50.9714 N 3.4553 W",2014-04-21
"day0_C05.SP12_052214DR16s-Sam401-475-pr_filt","day0_C05.SP12","SP12","SP","12","51.4082 N 0.6409 W",2014-04-24
"day0_C05.WYC19_052214DR16s-SAM81-160-pr_filt","day0_C05.WYC19","WYC19","WYC","19","51.7687 N 1.3292 W",2013-10-22
"day0_C05.WYC27_052214DR16s-Sam476-550_filt","day0_C05.WYC27","WYC27","WYC","27","51.7633 N 1.3261 W",2013-10-22
"day0_C06.AE91_052214DR16s-Sam776-850-pr_filt","day0_C06.AE91","AE91","AE","91","51.79053 N 0.55789 W",2013-11-18
"day0_C06.BB19_052214DR16s-SAM81-160-pr_filt","day0_C06.BB19","BB19","BB","19","51.5565 N 0.6352 W",2013-08-20
"day0_C06.BB59_052214DR16s-Sam626-700-pr_filt","day0_C06.BB59","BB59","BB","59","51.559 N 0.6295 W",2013-08-29
"day0_C06.BB83_052214DR16s-Sam701-775-pr_filt","day0_C06.BB83","BB83","BB","83","51.5614 N 0.633 W",2013-08-29
"day0_C06.WGP03_052214DR16s-Sam321-400-pr_filt","day0_C06.WGP03","WGP03","WGP","3","51.4098 N 0.6217 W",2013-09-04
"day0_C06.WGP11_052214DR16s-Sam1-80-pr_filt","day0_C06.WGP11","WGP11","WGP","11","51.41 N 0.6032 W",2013-09-04
"day0_C06.WYC35_052214DR16s-Sam476-550_filt","day0_C06.WYC35","WYC35","WYC","35","51.7685 N 1.336 W",2013-10-22
"day0_C06.WYC43_052214DR16s-Sam401-475-pr_filt","day0_C06.WYC43","WYC43","WYC","43","51.7685 N 1.336 W",2013-10-22
"day0_C07.AE103_052214DR16s-Sam851-925-pr_filt","day0_C07.AE103","AE103","AE","103","51.79487 N 0.56205 W",2013-11-18
"day0_C07.AE67_052214DR16s-Sam626-700-pr_filt","day0_C07.AE67","AE67","AE","67","51.77966 N 0.54385 W",2013-10-30
"day0_C07.BB27_052214DR16s-SAM81-160-pr_filt","day0_C07.BB27","BB27","BB","27","51.5509 N 0.6322 W",2013-08-29
"day0_C07.PH11_052214DR16s-Sam476-550_filt","day0_C07.PH11","PH11","PH","11","51.57204 N 0.81328 W",2013-12-07
"day0_C07.WEL03_052214DR16s-Sam321-400-pr_filt","day0_C07.WEL03","WEL03","WEL","3","50.9459 N 3.2072 W",2013-12-29
"day0_C07.WP03_052214DR16s-Sam1-80-pr_filt","day0_C07.WP03","WP03","WP","3","51.32235 N 0.615685 W",2013-11-28
"day0_C07.WYT59_052214DR16s-Sam701-775-pr_filt","day0_C07.WYT59","WYT59","WYT","59","51.7687 N 1.3358 W",2013-10-22
"day0_C08.AE111_052214DR16s-Sam851-925-pr_filt","day0_C08.AE111","AE111","AE","111","51.79537 N 0.56065 W",2013-11-18
"day0_C08.AE19_052214DR16s-Sam551-625-pr_filt","day0_C08.AE19","AE19","AE","19","51.78601 N 0.55224 W",2013-10-30
"day0_C08.BB35_052214DR16s-SAM81-160-pr_filt","day0_C08.BB35","BB35","BB","35","51.551 N 0.6327 W",2013-08-29
"day0_C08.LW09_052214DR16s-Sam1-80-pr_filt","day0_C08.LW09","LW09","LW","9","51.4239 N 0.6403 W",2013-09-12
"day0_C08.OWW03_052214DR16s-Sam321-400-pr_filt","day0_C08.OWW03","OWW03","OWW","3","51.4503 N 0.5946 W",2013-09-26
"day0_C08.WEL19_052214DR16s-Sam401-475-pr_filt","day0_C08.WEL19","WEL19","WEL","19","50.9454 N 3.2104 W",2013-12-29
"day0_C08.WYT73_052214DR16s-Sam626-700-pr_filt","day0_C08.WYT73","WYT73","WYT","73","51.7698 N 1.3348 W",2013-10-25
"day0_C09.AE114_052214DR16s-Sam851-925-pr_filt","day0_C09.AE114","AE114","AE","114","51.7962 N 0.5654 W",2013-11-21
"day0_C09.BB43_052214DR16s-Sam401-475-pr_filt","day0_C09.BB43","BB43","BB","43","51.5583 N 0.6301 W",2013-08-29
"day0_C09.HW03_052214DR16s-Sam1-80-pr_filt","day0_C09.HW03","HW03","HW","3","51.58514 N 0.77855 W",2013-10-29
"day0_C09.PH03_052214DR16s-Sam161-240-pr_filt","day0_C09.PH03","PH03","PH","3","51.5729 N 0.813001 W",2013-12-07
"day0_C09.WiW03_052214DR16s-Sam321-400-pr_filt","day0_C09.WiW03","WiW03","WiW","3","51.4117 N 0.6208 W",2013-09-18
"day0_C09.WYT27_052214DR16s-Sam551-625-pr_filt","day0_C09.WYT27","WYT27","WYT","27","51.7694 N 1.3297 W",2013-10-22
"day0_C09.WYT81_052214DR16s-Sam626-700-pr_filt","day0_C09.WYT81","WYT81","WYT","81","51.772 N 1.3378 W",2013-10-25
"day0_C10.AE122_052214DR16s-Sam851-925-pr_filt","day0_C10.AE122","AE122","AE","122","51.79699 N 0.564 W",2013-11-21
"day0_C10.AE154_052214DR16s-Sam551-625-pr_filt","day0_C10.AE154","AE154","AE","154","51.79654 N 0.56197 W",2013-11-21
"day0_C10.AE27_052214DR16s-Sam161-240-pr_filt","day0_C10.AE27","AE27","AE","27","51.78573 N 0.55218 W",2013-10-30
"day0_C10.WF03_052214DR16s-Sam321-400-pr_filt","day0_C10.WF03","WF03","WF","3","51.4474 N 0.64 W",2013-10-21
"day0_C10.WiW11_052214DR16s-Sam1-80-pr_filt","day0_C10.WiW11","WiW11","WiW","11","51.4382 N 0.5997 W",2013-09-18
"day0_C10.WiW43_052214DR16s-Sam701-775-pr_filt","day0_C10.WiW43","WiW43","WiW","43","51.4427 N 0.6017 W",2013-09-18
"day0_C10.WYM11_052214DR16s-Sam401-475-pr_filt","day0_C10.WYM11","WYM11","WYM","11","51.7693 N 1.3297 W",2013-10-22
"day0_C10.WYT89_052214DR16s-Sam626-700-pr_filt","day0_C10.WYT89","WYT89","WYT","89","51.7725 N 1.337 W",2013-10-25
"day0_C11.AE11_052214DR16s-Sam476-550_filt","day0_C11.AE11","AE11","AE","11","51.78638 N 0.55246 W",2013-10-30
"day0_C11.AE130_052214DR16s-Sam851-925-pr_filt","day0_C11.AE130","AE130","AE","130","51.79772 N 0.56295 W",2013-11-21
"day0_C11.AE162_052214DR16s-Sam551-625-pr_filt","day0_C11.AE162","AE162","AE","162","51.79531 N 0.56173 W",2013-11-21
"day0_C11.AE35_052214DR16s-Sam161-240-pr_filt","day0_C11.AE35","AE35","AE","35","51.78532 N 0.55203 W",2013-10-30
"day0_C11.AE75_052214DR16s-Sam776-850-pr_filt","day0_C11.AE75","AE75","AE","75","51.79052 N 0.55762 W",2013-11-18
"day0_C11.BWd03_052214DR16s-Sam321-400-pr_filt","day0_C11.BWd03","BWd03","BWd","3","51.1937 N 1.068 W",2013-10-03
"day0_C11.WiW51_052214DR16s-Sam626-700-pr_filt","day0_C11.WiW51","WiW51","WiW","51","51.4425 N 0.5952 W",2013-09-18
"day0_C11.WYC03_052214DR16s-SAM81-160-pr_filt","day0_C11.WYC03","WYC03","WYC","3","51.7698 N 1.3294 W",2013-10-22
"day0_C12.AE138_052214DR16s-Sam851-925-pr_filt","day0_C12.AE138","AE138","AE","138","51.79762 N 0.56265 W",2013-11-21
"day0_C12.AE170_052214DR16s-Sam551-625-pr_filt","day0_C12.AE170","AE170","AE","170","51.79519 N 0.56117 W",2013-11-21
"day0_C12.AE43_052214DR16s-Sam161-240-pr_filt","day0_C12.AE43","AE43","AE","43","51.78566 N 0.55148 W",2013-10-30
"day0_C12.AE83_052214DR16s-Sam776-850-pr_filt","day0_C12.AE83","AE83","AE","83","51.79037 N 0.55803 W",2013-11-18
"day0_C12.LW03_052214DR16s-Sam321-400-pr_filt","day0_C12.LW03","LW03","LW","3","51.4239 N 0.6381 W",2013-09-12
"day0_C12.WP11_052214DR16s-SAM81-160-pr_filt","day0_C12.WP11","WP11","WP","11","51.324101 N 0.615783 W",2013-11-28
"day0_C12.WYM19_052214DR16s-Sam626-700-pr_filt","day0_C12.WYM19","WYM19","WYM","19","51.7687 N 1.3285 W",2013-10-22
"day0_C12.WYT19_052214DR16s-Sam476-550_filt","day0_C12.WYT19","WYT19","WYT","19","51.7697 N 1.3295 W",2013-10-22
"day0_D01.AE52_052214DR16s-Sam476-550_filt","day0_D01.AE52","AE52","AE","52","51.785 N 0.55104 W",2013-10-30
"day0_D01.BB04_052214DR16s-Sam1-80-pr_filt","day0_D01.BB04","BB04","BB","4","51.5575 N 0.6333 W",2013-08-20
"day0_D01.HW12_052214DR16s-Sam401-475-pr_filt","day0_D01.HW12","HW12","HW","12","51.58535 N 0.7757 W",2013-10-29
"day0_D01.OWW12_052214DR16s-SAM81-160-pr_filt","day0_D01.OWW12","OWW12","OWW","12","51.4497 N 0.5968 W",2013-09-26
"day0_D01.WYM28_052214DR16s-Sam626-700-pr_filt","day0_D01.WYM28","WYM28","WYM","28","51.7685 N 1.3281 W",2013-10-22
"day0_D01.WYT04_052214DR16s-Sam241-320-pr_filt","day0_D01.WYT04","WYT04","WYT","4","51.7664 N 1.3295 W",2013-10-16
"day0_D01.WYT36_052214DR16s-Sam551-625-pr_filt","day0_D01.WYT36","WYT36","WYT","36","51.769 N 1.3291 W",2013-10-22
"day0_D01.WYT98_052214DR16s-Sam776-850-pr_filt","day0_D01.WYT98","WYT98","WYT","98","51.7728 N 1.337 W",2013-10-25
"day0_D02.AE60_052214DR16s-Sam476-550_filt","day0_D02.AE60","AE60","AE","60","51.7845 N 0.55139 W",2013-10-30
"day0_D02.BB12_052214DR16s-Sam1-80-pr_filt","day0_D02.BB12","BB12","BB","12","51.559 N 0.6349 W",2013-08-20
"day0_D02.BCW04_052214DR16s-Sam241-320-pr_filt","day0_D02.BCW04","BCW04","BCW","4","51.1395 N 3.7527 W",2014-04-21
"day0_D02.BCW20_052214DR16s-SAM81-160-pr_filt","day0_D02.BCW20","BCW20","BCW","20","50.9718 N 3.4544 W",2014-04-21
"day0_D02.WiW20_052214DR16s-Sam401-475-pr_filt","day0_D02.WiW20","WiW20","WiW","20","51.4417 N 0.6 W",2013-09-18
"day0_D02.WYM36_052214DR16s-Sam701-775-pr_filt","day0_D02.WYM36","WYM36","WYM","36","51.7683 N 1.3329 W",2013-10-22
"day0_D02.WYT106_052214DR16s-Sam776-850-pr_filt","day0_D02.WYT106","WYT106","WYT","106","51.7717 N 1.3376 W",2013-10-25
"day0_D02.WYT44_052214DR16s-Sam551-625-pr_filt","day0_D02.WYT44","WYT44","WYT","44","51.7687 N 1.3285 W",2013-10-22
"day0_D03.BW04_052214DR16s-Sam241-320-pr_filt","day0_D03.BW04","BW04","BW","4","51.54803 N 0.77253 W",2013-10-29
"day0_D03.SAC12_052214DR16s-Sam1-80-pr_filt","day0_D03.SAC12","SAC12","SAC","12","51.76921 N 0.34959 W",2013-12-03
"day0_D03.WGP20_052214DR16s-Sam476-550_filt","day0_D03.WGP20","WGP20","WGP","20","51.4373 N 0.6137 W",2013-09-26
"day0_D03.WiW28_052214DR16s-Sam401-475-pr_filt","day0_D03.WiW28","WiW28","WiW","28","51.4417 N 0.6007 W",2013-09-18
"day0_D03.WYM44_052214DR16s-Sam701-775-pr_filt","day0_D03.WYM44","WYM44","WYM","44","51.7686 N 1.3361 W",2013-10-22
"day0_D03.WYT114_052214DR16s-Sam776-850-pr_filt","day0_D03.WYT114","WYT114","WYT","114","51.772 N 1.3364 W",2013-10-25
"day0_D03.WYT12_052214DR16s-SAM81-160-pr_filt","day0_D03.WYT12","WYT12","WYT","12","51.7673 N 1.3299 W",2013-10-16
"day0_D03.WYT52_052214DR16s-Sam551-625-pr_filt","day0_D03.WYT52","WYT52","WYT","52","51.7684 N 1.3327 W",2013-10-22
"day0_D04.BB68_052214DR16s-Sam701-775-pr_filt","day0_D04.BB68","BB68","BB","68","51.56 N 0.6312 W",2013-08-29
"day0_D04.BW12_052214DR16s-Sam476-550_filt","day0_D04.BW12","BW12","BW","12","51.54755 N 0.77311 W",2013-10-29
"day0_D04.PH20_052214DR16s-Sam626-700-pr_filt","day0_D04.PH20","PH20","PH","20","51.56965 N 0.81288 W",2013-12-07
"day0_D04.SAC04_052214DR16s-Sam321-400-pr_filt","day0_D04.SAC04","SAC04","SAC","4","51.76896 N 0.34829 W",2013-12-03
"day0_D04.WiW36_052214DR16s-Sam401-475-pr_filt","day0_D04.WiW36","WiW36","WiW","36","51.4418 N 0.6018 W",2013-09-18
"day0_D04.WYC12_052214DR16s-SAM81-160-pr_filt","day0_D04.WYC12","WYC12","WYC","12","51.7693 N 1.3292 W",2013-10-22
"day0_D04.WYD12_052214DR16s-Sam1-80-pr_filt","day0_D04.WYD12","WYD12","WYD","12","51.769 N 1.3289 W",2013-10-22
"day0_D05.AE04_052214DR16s-Sam321-400-pr_filt","day0_D05.AE04","AE04","AE","4","51.7868 N 0.5538 W",2013-10-30
"day0_D05.BB52_052214DR16s-Sam626-700-pr_filt","day0_D05.BB52","BB52","BB","52","51.5585 N 0.6296 W",2013-08-29
"day0_D05.BB76_052214DR16s-Sam701-775-pr_filt","day0_D05.BB76","BB76","BB","76","51.5604 N 0.6343 W",2013-08-29
"day0_D05.BB92_052214DR16s-Sam776-850-pr_filt","day0_D05.BB92","BB92","BB","92","51.5567 N 0.6374 W",2013-08-29
"day0_D05.BCW12_052214DR16s-Sam1-80-pr_filt","day0_D05.BCW12","BCW12","BCW","12","50.9714 N 3.4553 W",2014-04-21
"day0_D05.SP13_052214DR16s-Sam401-475-pr_filt","day0_D05.SP13","SP13","SP","13","51.4082 N 0.6409 W",2014-04-24
"day0_D05.WYC20_052214DR16s-SAM81-160-pr_filt","day0_D05.WYC20","WYC20","WYC","20","51.7687 N 1.3292 W",2013-10-22
"day0_D05.WYC28_052214DR16s-Sam476-550_filt","day0_D05.WYC28","WYC28","WYC","28","51.7633 N 1.3261 W",2013-10-22
"day0_D06.BB20_052214DR16s-SAM81-160-pr_filt","day0_D06.BB20","BB20","BB","20","51.5571 N 0.6353 W",2013-08-20
"day0_D06.BB60_052214DR16s-Sam626-700-pr_filt","day0_D06.BB60","BB60","BB","60","51.559 N 0.6296 W",2013-08-29
"day0_D06.BB84_052214DR16s-Sam701-775-pr_filt","day0_D06.BB84","BB84","BB","84","51.5612 N 0.6331 W",2013-08-29
"day0_D06.RDM01_052214DR16s-Sam401-475-pr_filt","day0_D06.RDM01","RDM01","RDM","1","51.4098 N 0.6486 W",2013-09-25
"day0_D06.WGP04_052214DR16s-Sam321-400-pr_filt","day0_D06.WGP04","WGP04","WGP","4","51.4098 N 0.6216 W",2013-09-04
"day0_D06.WGP12_052214DR16s-Sam1-80-pr_filt","day0_D06.WGP12","WGP12","WGP","12","51.4087 N 0.6016 W",2013-09-04
"day0_D06.WYC36_052214DR16s-Sam476-550_filt","day0_D06.WYC36","WYC36","WYC","36","51.7685 N 1.336 W",2013-10-22
"day0_D07.AE104_052214DR16s-Sam851-925-pr_filt","day0_D07.AE104","AE104","AE","104","51.79487 N 0.56205 W",2013-11-18
"day0_D07.AE68_052214DR16s-Sam626-700-pr_filt","day0_D07.AE68","AE68","AE","68","51.77966 N 0.54385 W",2013-10-30
"day0_D07.BB28_052214DR16s-SAM81-160-pr_filt","day0_D07.BB28","BB28","BB","28","51.5509 N 0.6322 W",2013-08-29
"day0_D07.PH12_052214DR16s-Sam476-550_filt","day0_D07.PH12","PH12","PH","12","51.57187 N 0.81388 W",2013-12-07
"day0_D07.WEL04_052214DR16s-Sam321-400-pr_filt","day0_D07.WEL04","WEL04","WEL","4","50.9459 N 3.2072 W",2013-12-29
"day0_D07.WP04_052214DR16s-Sam1-80-pr_filt","day0_D07.WP04","WP04","WP","4","51.32235 N 0.615425 W",2013-11-28
"day0_D07.WYT60_052214DR16s-Sam701-775-pr_filt","day0_D07.WYT60","WYT60","WYT","60","51.7686 N 1.3358 W",2013-10-22
"day0_D08.AE20_052214DR16s-Sam551-625-pr_filt","day0_D08.AE20","AE20","AE","20","51.78601 N 0.55224 W",2013-10-30
"day0_D08.AE97_052214DR16s-Sam851-925-pr_filt","day0_D08.AE97","AE97","AE","97","51.79389 N 0.56033 W",2013-11-18
"day0_D08.BB36_052214DR16s-SAM81-160-pr_filt","day0_D08.BB36","BB36","BB","36","51.5515 N 0.6324 W",2013-08-29
"day0_D08.LW10_052214DR16s-Sam1-80-pr_filt","day0_D08.LW10","LW10","LW","10","51.4239 N 0.6403 W",2013-09-12
"day0_D08.OWW04_052214DR16s-Sam321-400-pr_filt","day0_D08.OWW04","OWW04","OWW","4","51.4502 N 0.5959 W",2013-09-26
"day0_D08.WEL20_052214DR16s-Sam401-475-pr_filt","day0_D08.WEL20","WEL20","WEL","20","50.9796 N 3.2328 W",2013-12-29
"day0_D08.WYT74_052214DR16s-Sam626-700-pr_filt","day0_D08.WYT74","WYT74","WYT","74","51.7702 N 1.3358 W",2013-10-25
"day0_D09.AE115_052214DR16s-Sam851-925-pr_filt","day0_D09.AE115","AE115","AE","115","51.7962 N 0.5654 W",2013-11-21
"day0_D09.BB44_052214DR16s-Sam401-475-pr_filt","day0_D09.BB44","BB44","BB","44","51.5581 N 0.63 W",2013-08-29
"day0_D09.HW04_052214DR16s-Sam1-80-pr_filt","day0_D09.HW04","HW04","HW","4","51.58437 N 0.77863 W",2013-10-29
"day0_D09.PH04_052214DR16s-Sam161-240-pr_filt","day0_D09.PH04","PH04","PH","4","51.5724 N 0.81085 W",2013-12-07
"day0_D09.WiW04_052214DR16s-Sam321-400-pr_filt","day0_D09.WiW04","WiW04","WiW","4","51.4117 N 0.6208 W",2013-09-18
"day0_D09.WYT28_052214DR16s-Sam551-625-pr_filt","day0_D09.WYT28","WYT28","WYT","28","51.7694 N 1.3296 W",2013-10-22
"day0_D09.WYT82_052214DR16s-Sam626-700-pr_filt","day0_D09.WYT82","WYT82","WYT","82","51.772 N 1.3378 W",2013-10-25
"day0_D10.AE123_052214DR16s-Sam851-925-pr_filt","day0_D10.AE123","AE123","AE","123","51.79774 N 0.56356 W",2013-11-21
"day0_D10.AE155_052214DR16s-Sam551-625-pr_filt","day0_D10.AE155","AE155","AE","155","51.7962 N 0.56212 W",2013-11-21
"day0_D10.AE28_052214DR16s-Sam161-240-pr_filt","day0_D10.AE28","AE28","AE","28","51.78558 N 0.55222 W",2013-10-30
"day0_D10.WF04_052214DR16s-Sam321-400-pr_filt","day0_D10.WF04","WF04","WF","4","51.4473 N 0.6383 W",2013-10-21
"day0_D10.WiW12_052214DR16s-Sam1-80-pr_filt","day0_D10.WiW12","WiW12","WiW","12","51.4412 N 0.5998 W",2013-09-18
"day0_D10.WiW44_052214DR16s-Sam701-775-pr_filt","day0_D10.WiW44","WiW44","WiW","44","51.4426 N 0.6017 W",2013-09-18
"day0_D10.WYM12_052214DR16s-Sam476-550_filt","day0_D10.WYM12","WYM12","WYM","12","51.7693 N 1.3297 W",2013-10-22
"day0_D10.WYT90_052214DR16s-Sam626-700-pr_filt","day0_D10.WYT90","WYT90","WYT","90","51.7725 N 1.337 W",2013-10-25
"day0_D11.AE12_052214DR16s-Sam476-550_filt","day0_D11.AE12","AE12","AE","12","51.78638 N 0.55246 W",2013-10-30
"day0_D11.AE131_052214DR16s-Sam851-925-pr_filt","day0_D11.AE131","AE131","AE","131","51.79772 N 0.56295 W",2013-11-21
"day0_D11.AE163_052214DR16s-Sam551-625-pr_filt","day0_D11.AE163","AE163","AE","163","51.79525 N 0.5616 W",2013-11-21
"day0_D11.AE36_052214DR16s-Sam161-240-pr_filt","day0_D11.AE36","AE36","AE","36","51.78532 N 0.55203 W",2013-10-30
"day0_D11.AE76_052214DR16s-Sam776-850-pr_filt","day0_D11.AE76","AE76","AE","76","51.79052 N 0.55762 W",2013-11-18
"day0_D11.BWd04_052214DR16s-Sam321-400-pr_filt","day0_D11.BWd04","BWd04","BWd","4","51.1936 N 1.0689 W",2013-10-03
"day0_D11.WiW52_052214DR16s-Sam626-700-pr_filt","day0_D11.WiW52","WiW52","WiW","52","51.4425 N 0.5952 W",2013-09-18
"day0_D11.WYC04_052214DR16s-SAM81-160-pr_filt","day0_D11.WYC04","WYC04","WYC","4","51.7698 N 1.3294 W",2013-10-22
"day0_D12.AE139_052214DR16s-Sam851-925-pr_filt","day0_D12.AE139","AE139","AE","139","51.79762 N 0.56265 W",2013-11-21
"day0_D12.AE171_052214DR16s-Sam551-625-pr_filt","day0_D12.AE171","AE171","AE","171","51.79519 N 0.56117 W",2013-11-21
"day0_D12.AE44_052214DR16s-Sam161-240-pr_filt","day0_D12.AE44","AE44","AE","44","51.78566 N 0.55148 W",2013-10-30
